Time Period,Reporter,Partner,Sector Group,Export Value,Import Value,Total Trade Volume
2026a,Philippines,France,Sector_3,860.42,511.93,1372.35
2026b,Philippines,France,Sector_3,664.53,363.46,1027.99
2026a,Philippines,France,Sector_4,247.57,875.92,1123.49
2026b,Philippines,France,Sector_4,229.64,640.9,870.54
2026a,Philippines,France,Sector_5,830.05,273.32,1103.37
2026b,Philippines,France,Sector_5,995.79,258.69,1254.48
2026a,Philippines,France,Sector_6,913.56,355.4,1268.96
2026b,Philippines,France,Sector_6,1113.18,442.26,1555.44
2026a,Philippines,France,Sector_7,628.88,649.8,1278.6799999999998
2026b,Philippines,France,Sector_7,567.94,499.5,1067.44
2026a,Philippines,France,Sector_8,568.98,930.86,1499.8400000000001
2026b,Philippines,France,Sector_8,535.38,891.08,1426.46
2026a,Philippines,Switzerland,Sector_1,953.53,541.72,1495.25
2026b,Philippines,Switzerland,Sector_1,822.23,636.74,1458.97
2026a,Philippines,Switzerland,Sector_2,886.89,923.47,1810.3600000000001
2026b,Philippines,Switzerland,Sector_2,730.06,807.92,1537.98
2026a,Philippines,Switzerland,Sector_3,273.84,594.73,868.5699999999999
2026b,Philippines,Switzerland,Sector_3,197.98,530.53,728.51
2026a,Philippines,Switzerland,Sector_4,336.36,760.71,1097.0700000000002
2026b,Philippines,Switzerland,Sector_4,379.02,596.03,975.05
2026a,Philippines,Switzerland,Sector_5,702.19,412.36,1114.5500000000002
2026b,Philippines,Switzerland,Sector_5,510.0,468.48,978.48
2026a,Philippines,Switzerland,Sector_6,660.22,751.33,1411.5500000000002
2026b,Philippines,Switzerland,Sector_6,771.12,642.67,1413.79
2026a,Philippines,Switzerland,Sector_7,391.47,458.86,850.33
2026b,Philippines,Switzerland,Sector_7,317.42,336.9,654.3199999999999
2026a,Philippines,Switzerland,Sector_8,463.18,674.82,1138.0
2026b,Philippines,Switzerland,Sector_8,521.71,575.12,1096.83
2026a,Philippines,Netherlands,Sector_1,560.09,544.01,1104.1
2026b,Philippines,Netherlands,Sector_1,494.57,572.01,1066.58
2026a,Philippines,Netherlands,Sector_2,378.35,731.75,1110.1
2026b,Philippines,Netherlands,Sector_2,372.42,769.26,1141.68
2026a,Philippines,Netherlands,Sector_3,903.97,246.66,1150.63
2026b,Philippines,Netherlands,Sector_3,1146.51,307.33,1453.84
2026a,Philippines,Netherlands,Sector_4,528.58,906.64,1435.22
2026b,Philippines,Netherlands,Sector_4,442.11,961.43,1403.54
2026a,Philippines,Netherlands,Sector_5,638.27,454.72,1092.99
2026b,Philippines,Netherlands,Sector_5,470.56,530.65,1001.21
2026a,Philippines,Netherlands,Sector_6,528.03,719.49,1247.52
2026b,Philippines,Netherlands,Sector_6,494.17,890.35,1384.52
2026a,Philippines,Netherlands,Sector_7,479.55,983.71,1463.26
2026b,Philippines,Netherlands,Sector_7,568.89,1028.9,1597.79
2026a,Philippines,Netherlands,Sector_8,831.58,741.27,1572.85
2026b,Philippines,Netherlands,Sector_8,795.32,575.27,1370.5900000000001
2026a,Germany,France,Sector_1,541.19,397.55,938.74
2026b,Germany,France,Sector_1,446.93,303.98,750.9100000000001
2026a,Germany,France,Sector_2,572.5,794.22,1366.72
2026b,Germany,France,Sector_2,422.59,781.07,1203.66
2026a,Germany,France,Sector_3,438.45,333.98,772.4300000000001
2026b,Germany,France,Sector_3,382.03,269.4,651.43
2026a,Germany,France,Sector_4,642.71,662.1,1304.81
2026b,Germany,France,Sector_4,469.34,547.84,1017.1800000000001
2026a,Germany,France,Sector_5,447.45,748.36,1195.81
2026b,Germany,France,Sector_5,372.84,893.78,1266.62
2026a,Germany,France,Sector_6,849.8,607.87,1457.67
2026b,Germany,France,Sector_6,700.48,782.52,1483.0
2026a,Germany,France,Sector_7,564.88,960.96,1525.8400000000001
2026b,Germany,France,Sector_7,669.43,1020.46,1689.8899999999999
2026a,Germany,France,Sector_8,503.48,671.49,1174.97
2026b,Germany,France,Sector_8,646.73,866.23,1512.96
2026a,Germany,Switzerland,Sector_1,264.98,978.92,1243.9
2026b,Germany,Switzerland,Sector_1,251.1,1121.55,1372.6499999999999
2026a,Germany,Switzerland,Sector_2,909.13,316.7,1225.83
2026b,Germany,Switzerland,Sector_2,741.57,395.76,1137.33
2026a,Germany,Switzerland,Sector_3,330.08,242.59,572.67
2026b,Germany,Switzerland,Sector_3,388.87,205.36,594.23
2026a,Germany,Switzerland,Sector_4,774.67,823.8,1598.4699999999998
2026b,Germany,Switzerland,Sector_4,580.91,792.11,1373.02
2026a,Germany,Switzerland,Sector_5,310.6,784.27,1094.87
2026b,Germany,Switzerland,Sector_5,333.21,809.75,1142.96
2026a,Germany,Switzerland,Sector_6,428.1,463.92,892.02
2026b,Germany,Switzerland,Sector_6,503.91,590.13,1094.04
2026a,Germany,Switzerland,Sector_7,257.19,766.28,1023.47
2026b,Germany,Switzerland,Sector_7,315.32,795.24,1110.56
2026a,Germany,Switzerland,Sector_8,617.29,629.82,1247.1100000000001
2026b,Germany,Switzerland,Sector_8,689.52,516.04,1205.56
2026a,Germany,Netherlands,Sector_1,459.99,325.0,784.99
2026b,Germany,Netherlands,Sector_1,482.12,255.31,737.4300000000001
2026a,Germany,Netherlands,Sector_2,369.43,583.61,953.04
2026b,Germany,Netherlands,Sector_2,272.94,449.59,722.53
2026a,Germany,Netherlands,Sector_3,766.05,819.8,1585.85
2026b,Germany,Netherlands,Sector_3,745.79,963.99,1709.78
2026a,Germany,Netherlands,Sector_4,775.59,355.46,1131.05
2026b,Germany,Netherlands,Sector_4,564.84,318.6,883.44
2026a,Germany,Netherlands,Sector_5,384.43,458.02,842.45
2026b,Germany,Netherlands,Sector_5,349.84,448.61,798.45
2026a,Germany,Netherlands,Sector_6,315.58,385.93,701.51
2026b,Germany,Netherlands,Sector_6,263.86,371.25,635.11
2026a,Germany,Netherlands,Sector_7,682.32,736.98,1419.3000000000002
2026b,Germany,Netherlands,Sector_7,721.27,711.19,1432.46
2026a,Germany,Netherlands,Sector_8,622.82,282.55,905.3700000000001
2026b,Germany,Netherlands,Sector_8,524.83,277.92,802.75
2026a,France,Switzerland,Sector_1,444.25,527.22,971.47
2026b,France,Switzerland,Sector_1,576.31,442.79,1019.0999999999999
2026a,France,Switzerland,Sector_2,385.29,621.89,1007.1800000000001
2026b,France,Switzerland,Sector_2,369.92,575.69,945.6100000000001
2026a,France,Switzerland,Sector_3,269.29,693.72,963.01
2026b,France,Switzerland,Sector_3,315.15,528.33,843.48
2026a,France,Switzerland,Sector_4,350.67,742.38,1093.05
2026b,France,Switzerland,Sector_4,390.63,925.37,1316.0
2026a,France,Switzerland,Sector_5,818.31,512.54,1330.85
2026b,France,Switzerland,Sector_5,973.11,578.41,1551.52
2026a,France,Switzerland,Sector_6,841.99,656.54,1498.53
2026b,France,Switzerland,Sector_6,942.81,588.12,1530.9299999999998
2026a,France,Switzerland,Sector_7,298.76,629.19,927.95
2026b,France,Switzerland,Sector_7,285.98,547.14,833.12
2026a,France,Switzerland,Sector_8,613.52,729.93,1343.4499999999998
2026b,France,Switzerland,Sector_8,645.44,715.83,1361.27
2026a,France,Netherlands,Sector_1,246.7,214.22,460.91999999999996
2026b,France,Netherlands,Sector_1,206.48,234.67,441.15
2026a,France,Netherlands,Sector_2,378.02,945.05,1323.07
2026b,France,Netherlands,Sector_2,377.86,920.92,1298.78
2026a,France,Netherlands,Sector_3,641.45,524.27,1165.72
2026b,France,Netherlands,Sector_3,780.05,499.29,1279.34
2026a,France,Netherlands,Sector_4,423.98,378.03,802.01
2026b,France,Netherlands,Sector_4,307.35,356.86,664.21
2026a,France,Netherlands,Sector_5,953.12,842.1,1795.22
2026b,France,Netherlands,Sector_5,1158.69,869.38,2028.0700000000002
2026a,France,Netherlands,Sector_6,369.5,247.71,617.21
2026b,France,Netherlands,Sector_6,431.09,201.99,633.0799999999999
2026a,France,Netherlands,Sector_7,886.08,311.39,1197.47
2026b,France,Netherlands,Sector_7,1082.21,231.94,1314.15
2026a,France,Netherlands,Sector_8,823.28,787.6,1610.88
2026b,France,Netherlands,Sector_8,729.04,782.54,1511.58
2026a,Switzerland,Netherlands,Sector_1,753.85,531.94,1285.79
2026b,Switzerland,Netherlands,Sector_1,630.6,553.76,1184.3600000000001
2026a,Switzerland,Netherlands,Sector_2,951.31,728.74,1680.05
2026b,Switzerland,Netherlands,Sector_2,935.78,936.3,1872.08
2026a,Switzerland,Netherlands,Sector_3,416.6,978.07,1394.67
2026b,Switzerland,Netherlands,Sector_3,468.73,822.51,1291.24
2026a,Switzerland,Netherlands,Sector_4,897.23,733.68,1630.9099999999999
2026b,Switzerland,Netherlands,Sector_4,918.23,519.36,1437.5900000000001
2026a,Switzerland,Netherlands,Sector_5,829.61,350.04,1179.65
2026b,Switzerland,Netherlands,Sector_5,806.71,335.29,1142.0
2026a,Switzerland,Netherlands,Sector_6,736.27,496.32,1232.59
2026b,Switzerland,Netherlands,Sector_6,821.01,642.5,1463.51
2026a,Switzerland,Netherlands,Sector_7,648.53,245.27,893.8
2026b,Switzerland,Netherlands,Sector_7,567.34,254.64,821.98
2026a,Switzerland,Netherlands,Sector_8,490.72,938.01,1428.73
2026b,Switzerland,Netherlands,Sector_8,553.42,663.89,1217.31
